id,provider_and_id,provider_code,provider_code_hebrew,file_type_police,accident_type,accident_type_hebrew,accident_severity,accident_severity_hebrew,accident_timestamp,location_accuracy,location_accuracy_hebrew,road_type,road_type_hebrew,road_shape,road_shape_hebrew,day_type,day_type_hebrew,police_unit,police_unit_hebrew,one_lane,one_lane_hebrew,multi_lane,multi_lane_hebrew,speed_limit,speed_limit_hebrew,road_intactness,road_intactness_hebrew,road_width,road_width_hebrew,road_sign,road_sign_hebrew,road_light,road_light_hebrew,road_control,road_control_hebrew,weather,weather_hebrew,road_surface,road_surface_hebrew,road_object,road_object_hebrew,object_distance,object_distance_hebrew,didnt_cross,didnt_cross_hebrew,cross_mode,cross_mode_hebrew,cross_location,cross_location_hebrew,cross_direction,cross_direction_hebrew,road1,road2,km,km_raw,km_accurate,yishuv_symbol,yishuv_name,geo_area,geo_area_hebrew,day_night,day_night_hebrew,day_in_week,day_in_week_hebrew,traffic_light,traffic_light_hebrew,region,region_hebrew,district,district_hebrew,natural_area,natural_area_hebrew,municipal_status,municipal_status_hebrew,yishuv_shape,yishuv_shape_hebrew,street1,street1_hebrew,street2,street2_hebrew,house_number,non_urban_intersection,non_urban_intersection_hebrew,non_urban_intersection_by_junction_number,urban_intersection,accident_year,accident_month,accident_day,accident_hour_raw,accident_hour_raw_hebrew,accident_hour,accident_minute,geom,longitude,latitude,x,y
2013008792,32013008792,3,הלשכה המרכזית לסטטיסטיקה - סוג תיק 3,,3,התנגשות חזית באחור,3,קלה,2013-12-15 08:00,2,מרכז ישוב,2,עירונית לא בצומת,9,אחר,4,יום אחר,20,"מחוז ת""א",9,לא ידוע מס מסלולים,,,,,,,,,5,לא ידוע,11,יום לא ידוע,,,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,,,,,9,לא ידוע,,,,,,5000,תל אביב -יפו,1,ישראל ללא יהודה ושומרון,1,יום,1,ראשון,9,לא ידוע,5,תל אביב,51,תל אביב,511,אזור תל אביב,,,13,יישובים יהודיים 499999-200000 תושבים,,,,,9999,,,,,2013,12,15,33,,8,0,0101000020E610000076BA2BC065654140045D2158CE0A4040,34.7921676839368,32.0844221270472,180528.0,665747.0
2013008793,32013008793,3,הלשכה המרכזית לסטטיסטיקה - סוג תיק 3,,3,התנגשות חזית באחור,3,קלה,2013-12-15 08:00,2,מרכז ישוב,2,עירונית לא בצומת,9,אחר,4,יום אחר,14,מרחב עמקים,9,לא ידוע מס מסלולים,,,,,,,,,5,לא ידוע,11,יום לא ידוע,,,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,,,,,9,לא ידוע,,,,,,240,יקנעם עילית,1,ישראל ללא יהודה ושומרון,1,יום,1,ראשון,9,לא ידוע,2,הצפון,23,יזרעאל,235,אזור יקנעם,,,16,יישובים יהודיים 49999-20000 תושבים,,,,,9999,,,,,2013,12,15,33,,8,0,0101000020E610000033E3A72A178C414003C3300D36534040,35.0944569892657,32.650087021646,209131.0,728407.0
2013008794,32013008794,3,הלשכה המרכזית לסטטיסטיקה - סוג תיק 3,,3,התנגשות חזית באחור,3,קלה,2013-11-07 08:00,1,עיגון מדויק,4,לא-עירונית לא בצומת,9,אחר,4,יום אחר,61,מחוז ירושלים,9,לא ידוע מס מסלולים,,,,,,,,,5,לא ידוע,11,יום לא ידוע,,,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,,,,,9,לא ידוע,1,,380.0,380,true,,,1,ישראל ללא יהודה ושומרון,1,יום,5,חמישי,9,לא ידוע,,,99,,,,,,,,,,,,,,,,,2013,11,7,33,,8,0,0101000020E61000003C997AFEA9824140410718E1ADD13F40,35.0208128069521,31.8190594371474,202064.0,636262.0
2013008795,32013008795,3,הלשכה המרכזית לסטטיסטיקה - סוג תיק 3,,3,התנגשות חזית באחור,3,קלה,2013-12-17 08:00,3,מרכז דרך,2,עירונית לא בצומת,9,אחר,4,יום אחר,61,מחוז ירושלים,9,לא ידוע מס מסלולים,,,,,,,,,5,לא ידוע,11,יום לא ידוע,,,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,,,,,9,לא ידוע,,,,,,3000,ירושלים,1,ישראל ללא יהודה ושומרון,1,יום,3,שלישי,9,לא ידוע,1,ירושלים,11,ירושלים,111,הרי יהודה,,,12,יישובים יהודיים 500000 תושבים ומעלה,4797,רחמילביץ משה,,,1,,,,,2013,12,17,33,,8,0,0101000020E610000042B87C9B35A0414007A92AC48AD23F40,35.2516359671577,31.8224299053336,223918.0,636622.0
2013008796,32013008796,3,הלשכה המרכזית לסטטיסטיקה - סוג תיק 3,,3,התנגשות חזית באחור,3,קלה,2013-12-17 08:00,1,עיגון מדויק,4,לא-עירונית לא בצומת,9,אחר,4,יום אחר,11,מרחב חוף (חיפה),9,לא ידוע מס מסלולים,,,,,,,,,5,לא ידוע,11,יום לא ידוע,,,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,,,,,9,לא ידוע,4,,1780.0,1780,true,,,1,ישראל ללא יהודה ושומרון,1,יום,3,שלישי,9,לא ידוע,,,99,,,,,,,,,,,,,,,,,2013,12,17,33,,8,0,0101000020E61000001D483FE39679414034802DD36F4C4040,34.9499172266953,32.5971626255199,195556.0,722561.0
2013008797,32013008797,3,הלשכה המרכזית לסטטיסטיקה - סוג תיק 3,,3,התנגשות חזית באחור,3,קלה,2013-12-11 08:00,2,מרכז ישוב,2,עירונית לא בצומת,9,אחר,4,יום אחר,12,מרחב גליל,9,לא ידוע מס מסלולים,,,,,,,,,5,לא ידוע,11,יום לא ידוע,,,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,,,,,9,לא ידוע,,,,,,1063,מעלות-תרשיחא,1,ישראל ללא יהודה ושומרון,1,יום,4,רביעי,9,לא ידוע,2,הצפון,24,עכו,243,אזור יחיעם,,,16,יישובים יהודיים 49999-20000 תושבים,,,,,9999,,,,,2013,12,11,33,,8,0,0101000020E6100000BF97BA169CA341407B55BD83BA814040,35.2782009516809,33.0135044741137,226342.0,768708.0
2013008798,32013008798,3,הלשכה המרכזית לסטטיסטיקה - סוג תיק 3,,3,התנגשות חזית באחור,3,קלה,2013-12-18 08:00,2,מרכז ישוב,2,עירונית לא בצומת,9,אחר,4,יום אחר,38,מרחב לכיש,9,לא ידוע מס מסלולים,,,,,,,,,5,לא ידוע,11,יום לא ידוע,,,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,,,,,9,לא ידוע,,,,,,1066,"בני עי""ש",1,ישראל ללא יהודה ושומרון,1,יום,4,רביעי,9,לא ידוע,4,המרכז,44,רחובות,441,אזור רחובות,99,מועצה מקומית,18,יישובים יהודיים 9999-5000 תושבים,,,,,9999,,,,,2013,12,18,33,,8,0,0101000020E6100000CC9EE9186B6141408CB5F4DF89CA3F40,34.7610808506703,31.7911663029131,177460.0,633240.0
2013008799,32013008799,3,הלשכה המרכזית לסטטיסטיקה - סוג תיק 3,,3,התנגשות חזית באחור,3,קלה,2013-09-30 08:00,1,עיגון מדויק,4,לא-עירונית לא בצומת,9,אחר,4,יום אחר,52,מרחב שפלה,9,לא ידוע מס מסלולים,,,,,,,,,5,לא ידוע,11,יום לא ידוע,,,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,,,,,9,לא ידוע,431,,100.0,100,true,,,1,ישראל ללא יהודה ושומרון,1,יום,2,שני,9,לא ידוע,,,99,,,,,,,,,,,,,,,,,2013,9,30,33,,8,0,0101000020E61000006CDF5073926141404348E73E6DF73F40,34.7622818131339,31.9665107073454,177653.0,652683.0
2013008800,32013008800,3,הלשכה המרכזית לסטטיסטיקה - סוג תיק 3,,3,התנגשות חזית באחור,3,קלה,2013-07-30 08:00,3,מרכז דרך,2,עירונית לא בצומת,9,אחר,4,יום אחר,52,מרחב שפלה,9,לא ידוע מס מסלולים,,,,,,,,,5,לא ידוע,11,יום לא ידוע,,,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,,,,,9,לא ידוע,,,,,,8400,רחובות,1,ישראל ללא יהודה ושומרון,1,יום,3,שלישי,9,לא ידוע,4,המרכז,44,רחובות,441,אזור רחובות,,,14,יישובים יהודיים 199999-100000 תושבים,585,שד בגין מנחם,,,9999,,,,,2013,7,30,33,,8,0,0101000020E6100000272AF21E8D6941400F314376D0E73F40,34.824619167561,31.9055246271174,183522.0,645898.0
2013008801,32013008801,3,הלשכה המרכזית לסטטיסטיקה - סוג תיק 3,,3,התנגשות חזית באחור,3,קלה,2013-11-28 08:00,3,מרכז דרך,2,עירונית לא בצומת,9,אחר,4,יום אחר,34,מרחב נגב,9,לא ידוע מס מסלולים,,,,,,,,,5,לא ידוע,11,יום לא ידוע,,,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,,,,,9,לא ידוע,,,,,,9000,באר שבע,1,ישראל ללא יהודה ושומרון,1,יום,5,חמישי,9,לא ידוע,6,הדרום,62,באר שבע,623,אזור באר שבע,,,14,יישובים יהודיים 199999-100000 תושבים,366,שד טוביהו דוד,,,9999,,,,,2013,11,28,33,,8,0,0101000020E61000009B76D654AB62414029191DB183403F40,34.770853619307,31.2520094581643,178149.0,573454.0
2013008802,32013008802,3,הלשכה המרכזית לסטטיסטיקה - סוג תיק 3,,3,התנגשות חזית באחור,3,קלה,2013-06-21 08:00,3,מרכז דרך,2,עירונית לא בצומת,9,אחר,4,יום אחר,14,מרחב עמקים,9,לא ידוע מס מסלולים,,,,,,,,,5,לא ידוע,11,יום לא ידוע,,,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,,,,,9,לא ידוע,,,,,,7700,עפולה,1,ישראל ללא יהודה ושומרון,1,יום,6,שישי,9,לא ידוע,2,הצפון,23,יזרעאל,234,עמק יזרעאל,,,16,יישובים יהודיים 49999-20000 תושבים,328,שד רבין יצחק,,,9999,,,,,2013,6,21,33,,8,0,0101000020E6100000253044578EA74140A674FE96494F4040,35.3090313990545,32.6194332830867,229266.0,725007.0
2013008803,32013008803,3,הלשכה המרכזית לסטטיסטיקה - סוג תיק 3,,3,התנגשות חזית באחור,3,קלה,2013-07-04 08:00,1,עיגון מדויק,4,לא-עירונית לא בצומת,9,אחר,4,יום אחר,43,מרחב יהודה,9,לא ידוע מס מסלולים,,,,,,,,,5,לא ידוע,11,יום לא ידוע,,,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,,,,,9,לא ידוע,446,,10.0,10,true,,,2,יהודה ושומרון,1,יום,5,חמישי,9,לא ידוע,,,99,,,,,,,,,,,,,,,,,2013,7,4,33,,8,0,0101000020E61000002B858D0764834140E6F49BCB44EA3F40,35.026490158178,31.9151122337106,202619.0,646912.0
2013008804,32013008804,3,הלשכה המרכזית לסטטיסטיקה - סוג תיק 3,,3,התנגשות חזית באחור,3,קלה,2013-12-05 08:00,3,מרכז דרך,2,עירונית לא בצומת,9,אחר,4,יום אחר,61,מחוז ירושלים,9,לא ידוע מס מסלולים,,,,,,,,,5,לא ידוע,11,יום לא ידוע,,,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,,,,,9,לא ידוע,,,,,,3000,ירושלים,1,ישראל ללא יהודה ושומרון,1,יום,5,חמישי,9,לא ידוע,1,ירושלים,11,ירושלים,111,הרי יהודה,,,12,יישובים יהודיים 500000 תושבים ומעלה,4340,שד צ'רצ'יל,,,9999,,,,,2013,12,5,33,,8,0,0101000020E6100000D0C2F8564E9F414097111A090DCB3F40,35.244578238931,31.7931676567692,223251.0,633377.0
2015078271,32015078271,3,הלשכה המרכזית לסטטיסטיקה - סוג תיק 3,,11,החלקה,3,קלה,2015-09-03 09:45,3,מרכז דרך,4,לא-עירונית לא בצומת,9,אחר,4,יום אחר,51,מרחב השרון,9,לא ידוע מס מסלולים,,,,,,,,,5,לא ידוע,11,יום לא ידוע,,,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,,,,,9,לא ידוע,4,,,,,,,1,ישראל ללא יהודה ושומרון,1,יום,5,חמישי,9,לא ידוע,,,99,,,,,,,,,,,,,,,,,2015,9,3,40,09:45-09:59,9,45,0101000020E6100000BD6E9E55627441400E39CF6E402E4040,34.9092509292218,32.3613413345175,191666.0,696419.0
2013008805,32013008805,3,הלשכה המרכזית לסטטיסטיקה - סוג תיק 3,,3,התנגשות חזית באחור,3,קלה,2013-12-17 08:00,2,מרכז ישוב,2,עירונית לא בצומת,9,אחר,4,יום אחר,52,מרחב שפלה,9,לא ידוע מס מסלולים,,,,,,,,,5,לא ידוע,11,יום לא ידוע,,,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,,,,,9,לא ידוע,,,,,,1326,"בסמ""ה",1,ישראל ללא יהודה ושומרון,1,יום,3,שלישי,9,לא ידוע,3,חיפה,32,חדרה,323,הר אלכסנדר,99,מועצה מקומית,28,יישובים לא יהודיים 9999-5000 תושבים,,,,,9999,,,,,2013,12,17,33,,8,0,0101000020E6100000DDA9AB2F2F8E414081571BB9D6434040,35.1108150089455,32.5299903281693,210654.0,715087.0
2013008806,32013008806,3,הלשכה המרכזית לסטטיסטיקה - סוג תיק 3,,3,התנגשות חזית באחור,3,קלה,2013-10-01 08:00,1,עיגון מדויק,4,לא-עירונית לא בצומת,9,אחר,4,יום אחר,51,מרחב השרון,9,לא ידוע מס מסלולים,,,,,,,,,5,לא ידוע,11,יום לא ידוע,,,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,,,,,9,לא ידוע,5710,,20.0,20,true,,,1,ישראל ללא יהודה ושומרון,1,יום,3,שלישי,9,לא ידוע,,,99,,,,,,,,,,,,,,,,,2013,10,1,33,,8,0,0101000020E6100000FCD620958D6F41404F04F3C9682E4040,34.871508255992,32.3625729023557,188114.0,696566.0
2013008807,32013008807,3,הלשכה המרכזית לסטטיסטיקה - סוג תיק 3,,3,התנגשות חזית באחור,3,קלה,2013-08-24 08:00,1,עיגון מדויק,1,עירונית בצומת,9,אחר,4,יום אחר,20,"מחוז ת""א",9,לא ידוע מס מסלולים,,,,,,,,,5,לא ידוע,11,יום לא ידוע,,,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,,,,,9,לא ידוע,,,,,,5000,תל אביב -יפו,1,ישראל ללא יהודה ושומרון,1,יום,7,שבת,9,לא ידוע,5,תל אביב,51,תל אביב,511,אזור תל אביב,,,13,יישובים יהודיים 499999-200000 תושבים,1555,דרך בגין,1011,דרך נמיר מרדכי,,,,,80150537,2013,8,24,33,,8,0,0101000020E610000015BE1645886541405AFCCC27100A4040,34.7932211266563,32.0786180258662,180625.0,665103.0
2013008808,32013008808,3,הלשכה המרכזית לסטטיסטיקה - סוג תיק 3,,3,התנגשות חזית באחור,3,קלה,2013-12-16 08:00,2,מרכז ישוב,2,עירונית לא בצומת,9,אחר,4,יום אחר,51,מרחב השרון,9,לא ידוע מס מסלולים,,,,,,,,,5,לא ידוע,11,יום לא ידוע,,,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,,,,,9,לא ידוע,,,,,,1309,אלעד,1,ישראל ללא יהודה ושומרון,1,יום,2,שני,9,לא ידוע,4,המרכז,42,פתח תקווה,422,אזור פתח תקווה,,,16,יישובים יהודיים 49999-20000 תושבים,,,,,9999,,,,,2013,12,16,33,,8,0,0101000020E610000077773CD46C7A4140B3E9A52EAD064040,34.9564461989639,32.0521601019022,196029.0,662122.0
2013008809,32013008809,3,הלשכה המרכזית לסטטיסטיקה - סוג תיק 3,,3,התנגשות חזית באחור,3,קלה,2013-02-26 08:00,3,מרכז דרך,2,עירונית לא בצומת,9,אחר,4,יום אחר,11,מרחב חוף (חיפה),9,לא ידוע מס מסלולים,,,,,,,,,5,לא ידוע,11,יום לא ידוע,,,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,,,,,9,לא ידוע,,,,,,4000,חיפה,1,ישראל ללא יהודה ושומרון,1,יום,3,שלישי,9,לא ידוע,3,חיפה,31,חיפה,311,אזור חיפה,,,13,יישובים יהודיים 499999-200000 תושבים,1161,שד ההגנה,,,9999,,,,,2013,2,26,33,,8,0,0101000020E61000004D2348CB6B7A414040B0D8AC15684040,34.956414613937,32.8131614740419,196222.0,746514.0
2013008810,32013008810,3,הלשכה המרכזית לסטטיסטיקה - סוג תיק 3,,3,התנגשות חזית באחור,3,קלה,2013-08-20 08:00,3,מרכז דרך,2,עירונית לא בצומת,9,אחר,4,יום אחר,61,מחוז ירושלים,9,לא ידוע מס מסלולים,,,,,,,,,5,לא ידוע,11,יום לא ידוע,,,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,,,,,9,לא ידוע,,,,,,3000,ירושלים,1,ישראל ללא יהודה ושומרון,1,יום,3,שלישי,9,לא ידוע,1,ירושלים,11,ירושלים,111,הרי יהודה,,,12,יישובים יהודיים 500000 תושבים ומעלה,1105,דרך בגין,,,9999,,,,,2013,8,20,33,,8,0,0101000020E61000005011E5D09799414091F5CD281EC93F40,35.199945556497,31.7856164458113,219024.0,632539.0
2013008811,32013008811,3,הלשכה המרכזית לסטטיסטיקה - סוג תיק 3,,3,התנגשות חזית באחור,3,קלה,2013-12-19 08:00,2,מרכז ישוב,2,עירונית לא בצומת,9,אחר,4,יום אחר,20,"מחוז ת""א",9,לא ידוע מס מסלולים,,,,,,,,,5,לא ידוע,11,יום לא ידוע,,,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,,,,,9,לא ידוע,,,,,,2620,קריית אונו,1,ישראל ללא יהודה ושומרון,1,יום,5,חמישי,9,לא ידוע,5,תל אביב,51,תל אביב,512,אזור רמת גן,,,16,יישובים יהודיים 49999-20000 תושבים,,,,,9999,,,,,2013,12,19,33,,8,0,0101000020E6100000FDC5B000CF6D41406E76C1444C074040,34.8578797209884,32.0570150322572,186722.0,662686.0
2013008812,32013008812,3,הלשכה המרכזית לסטטיסטיקה - סוג תיק 3,,3,התנגשות חזית באחור,3,קלה,2013-01-27 08:00,2,מרכז ישוב,2,עירונית לא בצומת,9,אחר,4,יום אחר,51,מרחב השרון,9,לא ידוע מס מסלולים,,,,,,,,,5,לא ידוע,11,יום לא ידוע,,,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,,,,,9,לא ידוע,,,,,,355,חורשים,1,ישראל ללא יהודה ושומרון,1,יום,1,ראשון,9,לא ידוע,4,המרכז,42,פתח תקווה,421,דרום השרון,20,דרום השרון,33,קיבוצים,,,,,9999,,,,,2013,1,27,33,,8,0,0101000020E6100000AFBFB9124B7C414090D65B63AF114040,34.9710410506226,32.138164920657,197428.0,671656.0
2013008813,32013008813,3,הלשכה המרכזית לסטטיסטיקה - סוג תיק 3,,3,התנגשות חזית באחור,3,קלה,2013-12-30 08:00,1,עיגון מדויק,3,לא-עירונית בצומת,9,אחר,4,יום אחר,51,מרחב השרון,9,לא ידוע מס מסלולים,,,,,,,,,5,לא ידוע,11,יום לא ידוע,,,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,,,,,9,לא ידוע,4,551,1368.0,1368,true,,,1,ישראל ללא יהודה ושומרון,1,יום,2,שני,9,לא ידוע,,,99,,,,,,,,,,,,,332,מחלף הדרים,מחלף הדרים,,2013,12,30,33,,8,0,0101000020E61000000E27894554714140AA481B781C1E4040,34.8853842658701,32.2352438100073,189378.0,682442.0
2013008814,32013008814,3,הלשכה המרכזית לסטטיסטיקה - סוג תיק 3,,3,התנגשות חזית באחור,3,קלה,2013-12-08 08:00,3,מרכז דרך,2,עירונית לא בצומת,9,אחר,4,יום אחר,11,מרחב חוף (חיפה),9,לא ידוע מס מסלולים,,,,,,,,,5,לא ידוע,11,יום לא ידוע,,,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,,,,,9,לא ידוע,,,,,,4000,חיפה,1,ישראל ללא יהודה ושומרון,1,יום,1,ראשון,9,לא ידוע,3,חיפה,31,חיפה,311,אזור חיפה,,,13,יישובים יהודיים 499999-200000 תושבים,195,שד ההסתדרות,,,9999,,,,,2013,12,8,33,,8,0,0101000020E6100000431ECE61B78641408F77C4C1A3664040,35.0524713760792,32.8018724641143,205216.0,745245.0
2013008816,32013008816,3,הלשכה המרכזית לסטטיסטיקה - סוג תיק 3,,3,התנגשות חזית באחור,3,קלה,2013-12-05 08:00,1,עיגון מדויק,4,לא-עירונית לא בצומת,9,אחר,4,יום אחר,51,מרחב השרון,9,לא ידוע מס מסלולים,,,,,,,,,5,לא ידוע,11,יום לא ידוע,,,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,,,,,9,לא ידוע,40,,2880.0,2880,true,,,1,ישראל ללא יהודה ושומרון,1,יום,5,חמישי,9,לא ידוע,,,99,,,,,,,,,,,,,,,,,2013,12,5,33,,8,0,0101000020E610000043D00912B473414002B8CCB543074040,34.9039328143995,32.0567538499454,191071.0,662644.0
2013008817,32013008817,3,הלשכה המרכזית לסטטיסטיקה - סוג תיק 3,,3,התנגשות חזית באחור,3,קלה,2013-12-16 08:00,1,עיגון מדויק,4,לא-עירונית לא בצומת,9,אחר,4,יום אחר,12,מרחב גליל,9,לא ידוע מס מסלולים,,,,,,,,,5,לא ידוע,11,יום לא ידוע,,,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,,,,,9,לא ידוע,85,,86.0,86,true,,,1,ישראל ללא יהודה ושומרון,1,יום,2,שני,9,לא ידוע,,,99,,,,,,,,,,,,,,,,,2013,12,16,33,,8,0,0101000020E610000005C657D3DC954140FA9C60A6B8744040,35.1708015612203,32.9118850681061,216303.0,757436.0
2013008818,32013008818,3,הלשכה המרכזית לסטטיסטיקה - סוג תיק 3,,3,התנגשות חזית באחור,3,קלה,2013-12-24 08:00,3,מרכז דרך,2,עירונית לא בצומת,9,אחר,4,יום אחר,11,מרחב חוף (חיפה),9,לא ידוע מס מסלולים,,,,,,,,,5,לא ידוע,11,יום לא ידוע,,,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,,,,,9,לא ידוע,,,,,,4000,חיפה,1,ישראל ללא יהודה ושומרון,1,יום,3,שלישי,9,לא ידוע,3,חיפה,31,חיפה,311,אזור חיפה,,,13,יישובים יהודיים 499999-200000 תושבים,4059,גשר פז,,,9999,,,,,2013,12,24,33,,8,0,0101000020E6100000946EA0116C82414080F6C80A22664040,35.0189229997024,32.7979138833298,202073.0,744811.0
2013008819,32013008819,3,הלשכה המרכזית לסטטיסטיקה - סוג תיק 3,,3,התנגשות חזית באחור,3,קלה,2013-12-26 08:00,3,מרכז דרך,2,עירונית לא בצומת,9,אחר,4,יום אחר,52,מרחב שפלה,9,לא ידוע מס מסלולים,,,,,,,,,5,לא ידוע,11,יום לא ידוע,,,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,,,,,9,לא ידוע,,,,,,8400,רחובות,1,ישראל ללא יהודה ושומרון,1,יום,5,חמישי,9,לא ידוע,4,המרכז,44,רחובות,441,אזור רחובות,,,14,יישובים יהודיים 199999-100000 תושבים,749,הרב מדר זכריה,,,9999,,,,,2013,12,26,33,,8,0,0101000020E61000004DD744D4E768414097BE93FD5BE33F40,34.8195748649729,31.8881224141793,183038.0,643970.0
2013008820,32013008820,3,הלשכה המרכזית לסטטיסטיקה - סוג תיק 3,,3,התנגשות חזית באחור,3,קלה,2013-12-11 08:00,3,מרכז דרך,2,עירונית לא בצומת,9,אחר,4,יום אחר,52,מרחב שפלה,9,לא ידוע מס מסלולים,,,,,,,,,5,לא ידוע,11,יום לא ידוע,,,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,,,,,9,לא ידוע,,,,,,7200,נס ציונה,1,ישראל ללא יהודה ושומרון,1,יום,4,רביעי,9,לא ידוע,4,המרכז,44,רחובות,442,אזור ראשון לציון,,,16,יישובים יהודיים 49999-20000 תושבים,109,הבנים,,,9999,,,,,2013,12,11,33,,8,0,0101000020E6100000E5F5482E646741404638BEA43BEE3F40,34.8077447754147,31.9305975880054,181936.0,648684.0
2013008821,32013008821,3,הלשכה המרכזית לסטטיסטיקה - סוג תיק 3,,3,התנגשות חזית באחור,3,קלה,2013-12-29 08:00,3,מרכז דרך,2,עירונית לא בצומת,9,אחר,4,יום אחר,20,"מחוז ת""א",9,לא ידוע מס מסלולים,,,,,,,,,5,לא ידוע,11,יום לא ידוע,,,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,,,,,9,לא ידוע,,,,,,5000,תל אביב -יפו,1,ישראל ללא יהודה ושומרון,1,יום,1,ראשון,9,לא ידוע,5,תל אביב,51,תל אביב,511,אזור תל אביב,,,13,יישובים יהודיים 499999-200000 תושבים,2378,דרך שלמה,,,9999,,,,,2013,12,29,33,,8,0,0101000020E6100000C43815C9AA624140904307F503074040,34.7708369592306,32.0548082623928,178501.0,662471.0
2013008822,32013008822,3,הלשכה המרכזית לסטטיסטיקה - סוג תיק 3,,3,התנגשות חזית באחור,3,קלה,2013-12-29 08:00,1,עיגון מדויק,4,לא-עירונית לא בצומת,9,אחר,4,יום אחר,11,מרחב חוף (חיפה),9,לא ידוע מס מסלולים,,,,,,,,,5,לא ידוע,11,יום לא ידוע,,,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,,,,,9,לא ידוע,70,,268.0,268,true,,,1,ישראל ללא יהודה ושומרון,1,יום,1,ראשון,9,לא ידוע,,,99,,,,,,,,,,,,,,,,,2013,12,29,33,,8,0,0101000020E610000036949D644F884140AC12DDE564514040,35.0649228829792,32.6358916596849,206358.0,726836.0
2013008823,32013008823,3,הלשכה המרכזית לסטטיסטיקה - סוג תיק 3,,3,התנגשות חזית באחור,3,קלה,2013-12-30 08:00,3,מרכז דרך,2,עירונית לא בצומת,9,אחר,4,יום אחר,20,"מחוז ת""א",9,לא ידוע מס מסלולים,,,,,,,,,5,לא ידוע,11,יום לא ידוע,,,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,9,לא ידוע,,,,,9,לא ידוע,,,,,,2620,קריית אונו,1,ישראל ללא יהודה ושומרון,1,יום,2,שני,9,לא ידוע,5,תל אביב,51,תל אביב,512,אזור רמת גן,,,16,יישובים יהודיים 49999-20000 תושבים,210,אשכול לוי,,,9999,,,,,2013,12,30,33,,8,0,0101000020E6100000BAA32E086E6E41404398D050E9074040,34.8627329089863,32.0618077295808,187182.0,663216.0
